"REF_DATE","GEO","DGUID","Family type","Family composition","Parent characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","122700","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","122000","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","121750","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","121580","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","120750","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","120090","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","120290","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","121210","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","122810","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 35 to 44 years","Number","223","units","0","v21215069","36.2.1.4","124120","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","95340","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","98860","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","102470","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","105990","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","111380","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","117880","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","123640","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","129380","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","134470","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","139370","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Older parent aged 65 years and over","Number","223","units","0","v21215072","36.2.1.7","144440","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","71850","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","74270","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","73070","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","72610","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","74510","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","76690","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","78980","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","81700","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","85560","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","88000","","","","0"
"2017","Vancouver, British Columbia","2016S0503933","Couple families","Families with or without children","Median total income","Dollars","81","units","0","v21215073","36.2.1.8","92210","","","","0"
"2007","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","239370","","","","0"
"2008","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","246090","","","","0"
"2009","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","252680","","","","0"
"2010","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","256690","","","","0"
"2011","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","263030","","","","0"
"2012","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","267250","","","","0"
"2013","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","275540","","","","0"
"2014","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","282460","","","","0"
"2015","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","288710","","","","0"
"2016","Vancouver, British Columbia","2016S0503933","Couple families","Families with no children","All parental age groups","Number","223","units","0","v21215074","36.2.2.1","294930","","","","0"
